"Which assessment evaluates 'daily living skills, and conceptual, social, and practical behavior'?
A) BASC-3
B) ABAS
C) Vineland",B) ABAS. Source: School Social Work 238 Exam Preparation Review Guide.
"Tuckman's stage where the group begins to 'work effectively toward its goals' is called _____.
A) Norming
B) Performing
C) Adjourning",B) Performing. Source: School Social Work 238 Exam Preparation Review Guide.
"The school social worker's role as a 'mandated reporter' applies to which of the following?
A) Academic failure
B) Suspected child abuse and neglect
C) Behavioral non-compliance",B) Suspected child abuse and neglect. Source: School Social Work 238 Exam Preparation Review Guide.
"Cognitive Behavior Theory: 'All-or-nothing' thinking and 'jumping to conclusions' are examples of cognitive _____.
A) Deficits
B) Distortions
C) Capacities",B) Distortions. Source: School Social Work 238 Exam Preparation Review Guide.
"Which intervention strategy is 'site-specific' and assesses the 'intact, undisturbed, natural organism-environment system'?
A) Systems Theory
B) Ecological Theory
C) Behavioral Theory",B) Ecological Theory. Source: School Social Work 238 Exam Preparation Review Guide.
"What should a school social worker do 'first' when initiating a consulting relationship with a teacher?
A) Recruit resources
B) Identify needs
C) Build rapport",C) Build rapport. Source: ILTS School Social Worker (184) Study Guide.
"Evidence-_____ Practice (EIP) integrates student needs, research, and social work skills.
A) Based
B) Informed
C) Derived",B) Informed. Source: School Social Work 238 Exam Preparation Review Guide.
"Social Skills Training for Autism Spectrum Disorder (ASD) typically focuses on teaching which of the following?
A) Shopping and budgeting
B) Public transportation
C) Communication and problem-solving",C) Communication and problem-solving. Source: School Social Work 238 Exam Preparation Review Guide.
"A Manifestation Determination Review (MDR) is conducted to determine if a behavior is _____ to a student's disability.
A) Unrelated
B) Linked
C) Intended",B) Linked. Source: School Social Work 238 Exam Preparation Review Guide.
"A student living temporarily with relatives due to domestic violence is likely at which level of Maslow's hierarchy?
A) Social
B) Safety/Security
C) Esteem",B) Safety/Security. Source: ILTS School Social Worker (184) Study Guide.
"Which stage of Erikson's theory involves children aged 3 to 6 years 'developing a sense of purpose'?
A) Autonomy vs. Shame
B) Initiative vs. Guilt
C) Industry vs. Inferiority",B) Initiative vs. Guilt. Source: School Social Work 238 Exam Preparation Review Guide.
"What is the 'first step' for a school social worker before initiating referrals to community agencies?
A) Complete agency forms
B) Ensure family can pay
C) Identify the appropriate agency",C) Identify the appropriate agency. Source: ILTS School Social Worker (184) Study Guide.
"Which Piagetian process involves the 'Steady state of cognitive processes' where knowledge explains experience?
A) Intelligence
B) Equilibrium
C) Adaptation",B) Equilibrium. Source: School Social Work 238 Exam Preparation Review Guide.
"What is 'Child Find'?
A) A database of missing children
B) The duty to identify, locate, and evaluate children with disabilities
C) A school-based tutoring program","B) The duty to identify, locate, and evaluate children with disabilities. Source: School Social Work 238 Exam Preparation Review Guide."
"Which of these is a 'Procedural Safeguard' under IDEA?
A) Right to a private school voucher
B) Right to mediation
C) Right to choose any teacher",B) Right to mediation. Source: School Social Work 238 Exam Preparation Review Guide.
"A(n) _____ plan is for children ages 0 to 3 years and includes assessing the 'needs of the family'.
A) IEP
B) 504
C) IFSP",C) IFSP. Source: School Social Work 238 Exam Preparation Review Guide.
"Trauma-informed care shifts the question from 'What is wrong with you?' to _____.
A) 'Why are you doing this?'
B) 'What happened to you?'
C) 'How can we fix this?'",B) 'What happened to you?'. Source: School Social Work 238 Exam Preparation Review Guide.
"In Kohlberg's theory, behavior based on 'internal ethical principles' represents which level?
A) Conventional
B) Postconventional
C) Preconventional",B) Postconventional. Source: School Social Work 238 Exam Preparation Review Guide.
"Under FERPA, when a student reaches age 18, the rights regarding records transfer from the _____ to the student.
A) Principal
B) Parents
C) Counselor",B) Parents. Source: School Social Work 238 Exam Preparation Review Guide.
"What should a school social worker do 'first' if a parent requests to stop IEP services immediately?
A) Discontinue services
B) Convene the IEP team to review services
C) Refer the parent to the dean",B) Convene the IEP team to review services. Source: PEL Practice Questions.
"Which document identifies 'measurable behavioral changes expected' and 'methods of evaluation' for a student with challenging behaviors?
A) SDS
B) BIP
C) FBA",B) BIP. Source: School Social Work 238 Exam Preparation Review Guide.
"According to the Danielson Framework, Domain 2 focuses on which of the following?
A) Instruction
B) Planning and Preparation
C) Classroom Environment",C) Classroom Environment. Source: School Social Work 238 Exam Preparation Review Guide.
"Which Piagetian stage includes children aged 0-2 years and the development of 'object permanence'?
A) Preoperational
B) Concrete Operational
C) Sensorimotor",C) Sensorimotor. Source: School Social Work 238 Exam Preparation Review Guide.
"The _____ question (SFBT) helps a client envision a future where the problem no longer exists.
A) Exception
B) Scaling
C) Miracle",C) Miracle. Source: School Social Work 238 Exam Preparation Review Guide.
"What is the primary benefit of membership in a national school social work organization?
A) Medical insurance
B) Legal representation
C) Information about current research and practices",C) Information about current research and practices. Source: ILTS School Social Worker (184) Study Guide.
"VARK learning styles include Visual, Auditory, Read/Write, and _____.
A) Knowledge
B) Kinesthetic
C) Verbal",B) Kinesthetic. Source: School Social Work 238 Exam Preparation Review Guide.
"In MTSS, Tier 3 involves which type of intervention?
A) Universal classroom lessons
B) Individualized/intensive supports
C) Group social skills training",B) Individualized/intensive supports. Source: School Social Work 238 Exam Preparation Review Guide.
"The 'Danielson Model' uses four domains to organize teacher and school support personnel efforts to meet student needs. How many components are clustered into these domains?
A) 10
B) 15
C) 22",C) 22. Source: School Social Work 238 Exam Preparation Review Guide.
"Which Erikson stage occurs in young adulthood (18-35 years) and involves 'forming solid relationships'?
A) Generativity vs. Stagnation
B) Identity vs. Role Confusion
C) Intimacy vs. Isolation",C) Intimacy vs. Isolation. Source: School Social Work 238 Exam Preparation Review Guide.
"What is 'ESY' in the context of Special Education?
A) Early School Year
B) Extended School Year
C) Elementary Support Youth",B) Extended School Year. Source: School Social Work 238 Exam Preparation Review Guide.
